Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:18,Infared temp: 86 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.000000s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 74 Node temp: 83 Source: 3 Coordinate: (0,3) Alert: False , time : 0.469712s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 76 Node temp: 86 Source: 4 Coordinate: (1,0) Alert: False , time : 0.463560s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 88 Node temp: 82 Source: 5 Coordinate: (1,1) Alert: True , time : 0.474353s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 90 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: True , time : 0.485996s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 82 Node temp: 88 Source: 7 Coordinate: (1,3) Alert: True , time : 0.482880s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 72 Node temp: 86 Source: 9 Coordinate: (2,1) Alert: False , time : 0.496669s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 74 Node temp: 87 Source: 10 Coordinate: (2,2) Alert: False , time : 0.495821s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 79 Node temp: 87 Source: 11 Coordinate: (2,3) Alert: False , time : 0.498874s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 78 Node temp: 82 Source: 12 Coordinate: (3,0) Alert: False , time : 0.511477s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 80 Node temp: 90 Source: 14 Coordinate: (3,2) Alert: False , time : 0.516377s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 72 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: False , time : 0.529835s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 86 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.429238s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 86 Node temp: 86 Source: 1 Coordinate: (0,1) Alert: True , time : 0.518780s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 75 Node temp: 83 Source: 2 Coordinate: (0,2) Alert: False , time : 0.559462s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 72 Node temp: 88 Source: 3 Coordinate: (0,3) Alert: False , time : 0.537721s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 76 Node temp: 90 Source: 4 Coordinate: (1,0) Alert: False , time : 0.537518s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 72 Node temp: 88 Source: 5 Coordinate: (1,1) Alert: False , time : 0.546192s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 83 Node temp: 87 Source: 7 Coordinate: (1,3) Alert: True , time : 0.549495s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 73 Node temp: 82 Source: 9 Coordinate: (2,1) Alert: False , time : 0.559686s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 79 Node temp: 85 Source: 10 Coordinate: (2,2) Alert: False , time : 0.561723s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 87 Node temp: 86 Source: 12 Coordinate: (3,0) Alert: True , time : 0.566137s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 87 Node temp: 83 Source: 14 Coordinate: (3,2) Alert: True , time : 0.571418s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 90 Node temp: 84 Source: 15 Coordinate: (3,3) Alert: True , time : 0.588770s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 72 Node temp: 89 Source: 2 Coordinate: (0,2) Alert: False , time : 0.610352s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 88 Node temp: 90 Source: 4 Coordinate: (1,0) Alert: True , time : 0.579795s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 88 Node temp: 86 Source: 5 Coordinate: (1,1) Alert: True , time : 0.594774s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 74 Node temp: 89 Source: 14 Coordinate: (3,2) Alert: False , time : 0.599432s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 77 Node temp: 86 Source: 15 Coordinate: (3,3) Alert: False , time : 0.609746s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 89 Node temp: 85 Source: 5 Coordinate: (1,1) Alert: True , time : 0.605207s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 76 Node temp: 89 Source: 15 Coordinate: (3,3) Alert: False , time : 0.614442s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 84 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.167685s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 81 Node temp: 84 Source: 1 Coordinate: (0,1) Alert: True , time : 0.604698s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 79 Node temp: 83 Source: 2 Coordinate: (0,2) Alert: False , time : 0.647377s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 80 Node temp: 81 Source: 3 Coordinate: (0,3) Alert: False , time : 0.617423s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 70 Node temp: 84 Source: 4 Coordinate: (1,0) Alert: False , time : 0.614738s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 89 Node temp: 86 Source: 5 Coordinate: (1,1) Alert: True , time : 0.624669s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 82 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: True , time : 0.638454s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 75 Node temp: 85 Source: 7 Coordinate: (1,3) Alert: False , time : 0.638794s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 90 Node temp: 85 Source: 8 Coordinate: (2,0) Alert: True , time : 0.637502s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 90 Node temp: 86 Source: 9 Coordinate: (2,1) Alert: True , time : 0.651293s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 73 Node temp: 89 Source: 10 Coordinate: (2,2) Alert: False , time : 0.655842s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 78 Node temp: 85 Source: 11 Coordinate: (2,3) Alert: False , time : 0.663877s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 70 Node temp: 87 Source: 12 Coordinate: (3,0) Alert: False , time : 0.655904s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 74 Node temp: 82 Source: 13 Coordinate: (3,1) Alert: False , time : 0.671863s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 83 Node temp: 87 Source: 14 Coordinate: (3,2) Alert: True , time : 0.670674s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 88 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: True , time : 0.681383s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 83 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.241103s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 88 Node temp: 84 Source: 1 Coordinate: (0,1) Alert: True , time : 0.676454s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 72 Node temp: 84 Source: 2 Coordinate: (0,2) Alert: False , time : 0.718789s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 85 Node temp: 81 Source: 6 Coordinate: (1,2) Alert: True , time : 0.687405s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 83 Node temp: 83 Source: 7 Coordinate: (1,3) Alert: True , time : 0.693117s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 76 Node temp: 89 Source: 9 Coordinate: (2,1) Alert: False , time : 0.699278s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 89 Node temp: 90 Source: 10 Coordinate: (2,2) Alert: True , time : 0.704900s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 70 Node temp: 88 Source: 11 Coordinate: (2,3) Alert: False , time : 0.714646s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 74 Node temp: 82 Source: 13 Coordinate: (3,1) Alert: False , time : 0.712292s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 84 Node temp: 84 Source: 14 Coordinate: (3,2) Alert: True , time : 0.713506s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 83 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: True , time : 0.733632s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 77 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.295414s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 89 Node temp: 89 Source: 2 Coordinate: (0,2) Alert: True , time : 0.764804s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 77 Node temp: 83 Source: 7 Coordinate: (1,3) Alert: False , time : 0.734176s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 90 Node temp: 86 Source: 9 Coordinate: (2,1) Alert: True , time : 0.743650s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 88 Node temp: 83 Source: 10 Coordinate: (2,2) Alert: True , time : 0.744631s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 83 Node temp: 88 Source: 11 Coordinate: (2,3) Alert: True , time : 0.749396s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 76 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.325478s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 80 Node temp: 85 Source: 2 Coordinate: (0,2) Alert: False , time : 0.788266s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 73 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.333512s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 72 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.335068s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 73 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.340738s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 90 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.342084s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 88 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.352860s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 76 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.354038s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 76 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.359097s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 89 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.360268s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 79 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.371015s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 82 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.372219s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 81 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.376885s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 89 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.378082s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 81 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.382835s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 81 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.384056s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 81 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.394848s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 70 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.396087s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 71 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.400734s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 79 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.401983s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.406609s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 77 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.407947s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 90 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.418754s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 84 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.420219s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 88 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.424518s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 70 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.426002s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 73 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.430459s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 83 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.431915s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 75 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.442757s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 78 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: False , time : 0.867140s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 89 Node temp: 88 Source: 2 Coordinate: (0,2) Alert: True , time : 0.898116s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 86 Node temp: 86 Source: 3 Coordinate: (0,3) Alert: True , time : 0.881267s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 72 Node temp: 88 Source: 5 Coordinate: (1,1) Alert: False , time : 0.876146s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 78 Node temp: 90 Source: 6 Coordinate: (1,2) Alert: False , time : 0.886295s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 72 Node temp: 86 Source: 8 Coordinate: (2,0) Alert: False , time : 0.896785s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 77 Node temp: 88 Source: 9 Coordinate: (2,1) Alert: False , time : 0.896313s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 75 Node temp: 84 Source: 10 Coordinate: (2,2) Alert: False , time : 0.902514s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 70 Node temp: 88 Source: 11 Coordinate: (2,3) Alert: False , time : 0.905956s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 81 Node temp: 82 Source: 12 Coordinate: (3,0) Alert: True , time : 0.915360s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 85 Node temp: 86 Source: 13 Coordinate: (3,1) Alert: True , time : 0.916678s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 90 Node temp: 87 Source: 14 Coordinate: (3,2) Alert: True , time : 0.910244s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 79 Node temp: 89 Source: 15 Coordinate: (3,3) Alert: False , time : 0.930691s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 82 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.498612s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 84 Node temp: 87 Source: 1 Coordinate: (0,1) Alert: True , time : 0.915340s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 78 Node temp: 82 Source: 2 Coordinate: (0,2) Alert: False , time : 0.952308s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 78 Node temp: 82 Source: 3 Coordinate: (0,3) Alert: False , time : 0.939107s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 88 Node temp: 90 Source: 5 Coordinate: (1,1) Alert: True , time : 0.931051s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 86 Node temp: 81 Source: 6 Coordinate: (1,2) Alert: True , time : 0.950440s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 77 Node temp: 83 Source: 9 Coordinate: (2,1) Alert: False , time : 0.946202s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 73 Node temp: 87 Source: 10 Coordinate: (2,2) Alert: False , time : 0.956129s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 90 Node temp: 87 Source: 11 Coordinate: (2,3) Alert: True , time : 0.953795s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 80 Node temp: 87 Source: 12 Coordinate: (3,0) Alert: False , time : 0.963233s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 82 Node temp: 85 Source: 13 Coordinate: (3,1) Alert: True , time : 0.970109s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:19,Infared temp: 72 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.547297s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 90 Node temp: 86 Source: 2 Coordinate: (0,2) Alert: True , time : 0.990157s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 83 Node temp: 83 Source: 3 Coordinate: (0,3) Alert: True , time : 0.973279s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 73 Node temp: 87 Source: 5 Coordinate: (1,1) Alert: False , time : 0.968308s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 80 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: False , time : 0.978346s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 87 Node temp: 84 Source: 9 Coordinate: (2,1) Alert: True , time : 0.987195s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 84 Node temp: 83 Source: 11 Coordinate: (2,3) Alert: True , time : 0.989373s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 75 Node temp: 89 Source: 12 Coordinate: (3,0) Alert: False , time : 0.992250s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 85 Node temp: 88 Source: 3 Coordinate: (0,3) Alert: True , time : 0.994883s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:19,Infared temp: 73 Node temp: 82 Source: 4 Coordinate: (1,0) Alert: False , time : 0.984007s 
